Participant ID,Trial Number,Response,Correctness,Start Timestamp,End Timestamp,Reaction Time,Sample Number,Sample Order,Sample Time,Comparison Time,Condition,Path,Foil
6,65,right,True,2023-09-20 08:50:20.179,2023-09-20 08:50:26.606,6.427,11,right,7000,14000,VH,"[(1, 0), (1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (0, 3), (0, 2), (4, 3)]","[(1, 0), (1, 1), (2, 1), (2, 2), (2, 3), (1, 3), (0, 3), (0, 2), (4, 3)]"
6,66,left,True,2023-09-20 08:50:43.643,2023-09-20 08:50:53.092,9.449,16,left,7000,14000,H,"[(0, 0), (1, 0), (1, 1), (2, 1), (2, 0), (3, 0), (3, 1), (3, 2), (0, 3)]","[(0, 0), (1, 0), (1, 1), (2, 1), (2, 0), (3, 0), (3, 1), (4, 1), (0, 3)]"
6,67,right,False,2023-09-20 08:51:10.133,2023-09-20 08:51:24.123,13.99,46,left,7000,14000,H,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 0), (1, 0), (1, 1), (0, 1)]","[(4, 1), (4, 2), (3, 2), (2, 2), (2, 1), (2, 0), (1, 0), (1, 1), (0, 1)]"
6,68,left,True,2023-09-20 08:51:41.163,2023-09-20 08:51:47.600,6.437,24,left,7000,14000,H,"[(1, 4), (2, 4), (2, 3), (1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (3, 0)]","[(1, 4), (2, 4), (2, 3), (1, 3), (1, 2), (1, 1), (2, 1), (3, 1), (3, 0)]"
6,69,left,True,2023-09-20 08:52:04.639,2023-09-20 08:52:09.977,5.338,86,left,7000,14000,H,"[(2, 3), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (3, 4), (2, 4), (2, 0)]","[(2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (2, 0)]"
6,70,left,False,2023-09-20 08:52:27.015,2023-09-20 08:52:36.563,9.548,14,right,7000,14000,H,"[(0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (0, 0)]","[(0, 3), (0, 4), (1, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 3), (0, 0)]"
6,71,left,True,2023-09-20 08:52:53.603,2023-09-20 08:52:59.173,5.57,65,left,7000,14000,V,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (2, 1), (3, 1), (4, 1), (3, 3)]","[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (4, 1), (3, 3)]"
6,72,right,True,2023-09-20 08:53:16.212,2023-09-20 08:53:18.505,2.293,64,right,7000,14000,V,"[(4, 0), (4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (3, 4), (0, 2)]","[(4, 0), (4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (2, 3), (0, 2)]"
6,73,right,True,2023-09-20 08:53:35.544,2023-09-20 08:53:41.203,5.659,18,right,7000,14000,V,"[(4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 2)]","[(4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (2, 2)]"
6,74,left,True,2023-09-20 08:53:58.243,2023-09-20 08:54:04.625,6.382,66,left,7000,14000,V,"[(3, 0), (4, 0), (4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (2, 2)]","[(3, 0), (4, 0), (4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (4, 4), (2, 2)]"
6,75,right,True,2023-09-20 08:54:21.662,2023-09-20 08:54:23.945,2.283,23,right,7000,14000,V,"[(4, 2), (4, 1), (3, 1), (3, 2), (2, 2), (2, 1), (1, 1), (1, 0), (2, 0)]","[(4, 2), (4, 1), (3, 1), (3, 2), (2, 2), (1, 2), (1, 1), (1, 0), (2, 0)]"
6,76,right,True,2023-09-20 08:56:15.145,2023-09-20 08:56:16.827,1.682,29,right,7000,14000,V,"[(2, 2), (1, 2), (1, 1), (2, 1), (2, 0), (3, 0), (3, 1), (3, 2), (4, 4)]","[(2, 2), (1, 2), (1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (3, 2), (4, 4)]"
6,77,right,True,2023-09-20 08:56:33.866,2023-09-20 08:56:39.616,5.75,51,right,7000,14000,V,"[(2, 0), (1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (4, 1), (0, 3)]","[(2, 0), (1, 0), (1, 1), (1, 2), (2, 2), (3, 2), (3, 1), (4, 1), (0, 3)]"
6,78,left,True,2023-09-20 08:56:56.653,2023-09-20 08:57:02.091,5.438,81,left,7000,14000,V,"[(4, 0), (4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (3, 4), (1, 3)]","[(4, 0), (4, 1), (3, 1), (3, 2), (4, 2), (4, 3), (3, 3), (2, 3), (1, 3)]"
6,79,right,True,2023-09-20 08:57:19.130,2023-09-20 08:57:23.490,4.36,90,right,7000,14000,V,"[(4, 0), (4, 1), (3, 1), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3), (3, 3)]","[(4, 0), (4, 1), (3, 1), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3), (3, 4)]"
6,80,left,True,2023-09-20 08:57:40.528,2023-09-20 08:57:46.690,6.162,15,left,7000,14000,V,"[(4, 3), (4, 2), (3, 2), (3, 3), (2, 3), (2, 4), (1, 4), (0, 4), (1, 0)]","[(4, 3), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4), (1, 0)]"
6,81,left,False,2023-09-20 08:58:03.727,2023-09-20 08:58:20.253,16.526,62,right,7000,14000,H,"[(1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (2, 2), (2, 3), (2, 4), (0, 1)]","[(1, 0), (2, 0), (3, 0), (3, 1), (3, 2), (2, 2), (2, 3), (2, 4), (0, 1)]"
6,82,left,False,2023-09-20 08:58:37.291,2023-09-20 08:58:52.583,15.292,20,right,7000,14000,H,"[(0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (0, 0)]","[(0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (1, 0)]"
6,83,right,True,2023-09-20 08:59:09.621,2023-09-20 08:59:14.493,4.872,28,right,7000,14000,H,"[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (1, 0), (3, 1)]","[(0, 4), (0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (2, 1), (3, 1)]"
6,84,left,False,2023-09-20 08:59:31.531,2023-09-20 08:59:41.126,9.595,68,right,7000,14000,H,"[(0, 3), (0, 2), (1, 2), (1, 3), (2, 3), (2, 4), (1, 4), (0, 4), (4, 4)]","[(0, 3), (0, 2), (1, 2), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4), (4, 4)]"
6,85,left,True,2023-09-20 08:59:58.163,2023-09-20 09:00:09.812,11.649,77,left,7000,14000,H,"[(1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (2, 3), (2, 4), (1, 4), (4, 3)]","[(1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (2, 3), (2, 4), (3, 4), (4, 3)]"
6,86,left,True,2023-09-20 09:00:26.850,2023-09-20 09:00:33.990,7.14,19,left,7000,14000,VH,"[(4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 1), (3, 1), (3, 0), (0, 0)]","[(4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (2, 1), (3, 1), (3, 0), (0, 0)]"
6,87,left,True,2023-09-20 09:00:51.026,2023-09-20 09:00:56.552,5.526,25,left,7000,14000,VH,"[(0, 3), (0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (0, 0)]","[(0, 3), (0, 2), (1, 2), (1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (0, 0)]"
6,88,left,True,2023-09-20 09:01:13.591,2023-09-20 09:01:31.783,18.192,70,left,7000,14000,VH,"[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (0, 3), (3, 1)]","[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (0, 3), (3, 2)]"
6,89,left,True,2023-09-20 09:01:48.823,2023-09-20 09:01:54.506,5.683,39,left,7000,14000,VH,"[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (0, 1), (1, 3)]","[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (1, 0), (1, 1), (0, 1), (1, 3)]"
6,90,right,True,2023-09-20 09:02:11.543,2023-09-20 09:02:15.236,3.693,1,right,7000,14000,VH,"[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (2, 1), (1, 1), (1, 0), (0, 1)]","[(4, 2), (4, 3), (3, 3), (2, 3), (2, 2), (2, 1), (1, 1), (1, 0), (0, 1)]"
7,1,left,True,2023-09-20 10:48:33.378,2023-09-20 10:48:41.927,8.549,59,left,7000,14000,H,"[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (2, 3), (3, 3), (3, 2), (2, 1)]","[(0, 4), (0, 3), (1, 3), (1, 4), (2, 4), (3, 4), (3, 3), (3, 2), (2, 1)]"
7,2,right,True,2023-09-20 10:48:58.954,2023-09-20 10:49:11.579,12.625,82,right,7000,14000,H,"[(1, 0), (1, 1), (2, 1), (2, 0), (3, 0), (3, 1), (4, 1), (4, 0), (0, 3)]","[(1, 0), (1, 1), (2, 1), (2, 0), (3, 0), (3, 1), (4, 1), (4, 2), (0, 3)]"
7,3,right,False,2023-09-20 10:49:28.619,2023-09-20 10:49:42.722,14.103,35,left,7000,14000,H,"[(4, 4), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (0, 3), (1, 2)]","[(4, 4), (4, 3), (3, 3), (3, 4), (2, 4), (1, 4), (1, 3), (0, 3), (1, 2)]"
7,4,left,False,2023-09-20 10:49:59.760,2023-09-20 10:50:14.853,15.093,8,right,7000,14000,H,"[(1, 4), (2, 4), (2, 3), (1, 3), (1, 2), (0, 2), (0, 3), (0, 4), (1, 0)]","[(1, 4), (2, 4), (2, 3), (2, 2), (1, 2), (0, 2), (0, 3), (0, 4), (1, 0)]"
7,5,right,False,2023-09-20 10:50:31.892,2023-09-20 10:50:47.316,15.424,20,left,7000,14000,H,"[(0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (0, 0)]","[(0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (1, 0)]"
7,6,right,True,2023-09-20 10:51:04.345,2023-09-20 10:51:10.493,6.148,48,right,7000,14000,V,"[(2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (2, 2), (0, 1)]","[(2, 3), (2, 4), (3, 4), (4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (0, 1)]"
7,7,right,True,2023-09-20 10:51:27.531,2023-09-20 10:51:35.082,7.551,17,right,7000,14000,V,"[(1, 0), (2, 0), (2, 1), (1, 1), (1, 2), (2, 2), (2, 3), (3, 3), (0, 1)]","[(1, 0), (2, 0), (2, 1), (1, 1), (1, 2), (1, 3), (2, 3), (3, 3), (0, 1)]"
7,8,right,False,2023-09-20 10:51:52.119,2023-09-20 10:52:00.057,7.938,90,left,7000,14000,V,"[(4, 0), (4, 1), (3, 1), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3), (3, 3)]","[(4, 0), (4, 1), (3, 1), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3), (3, 4)]"
7,9,right,False,2023-09-20 10:52:17.095,2023-09-20 10:52:24.455,7.36,9,left,7000,14000,V,"[(3, 2), (4, 2), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (2, 2), (3, 3)]","[(3, 2), (4, 2), (4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (3, 3)]"
7,10,left,True,2023-09-20 10:52:41.495,2023-09-20 10:52:46.743,5.248,7,left,7000,14000,V,"[(1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (2, 1), (1, 1), (2, 0)]","[(1, 4), (1, 3), (1, 2), (2, 2), (3, 2), (3, 1), (2, 1), (1, 1), (2, 0)]"
7,11,right,True,2023-09-20 10:53:03.781,2023-09-20 10:53:10.031,6.25,87,right,7000,14000,VH,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (1, 1), (2, 0)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (2, 0)]"
7,12,right,True,2023-09-20 10:53:27.070,2023-09-20 10:53:34.652,7.582,3,right,7000,14000,VH,"[(3, 4), (3, 3), (2, 3), (2, 4), (1, 4), (1, 3), (0, 3), (0, 2), (3, 2)]","[(3, 4), (3, 3), (2, 3), (2, 4), (1, 4), (0, 4), (0, 3), (0, 2), (3, 2)]"
7,13,left,False,2023-09-20 10:53:51.690,2023-09-20 10:54:07.039,15.349,40,right,7000,14000,VH,"[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (0, 3), (4, 3)]","[(0, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (0, 3), (3, 3)]"
7,14,left,True,2023-09-20 10:54:24.065,2023-09-20 10:54:29.159,5.094,78,left,7000,14000,VH,"[(3, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (1, 3), (1, 1)]","[(3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (2, 3), (1, 3), (1, 1)]"
7,15,left,True,2023-09-20 10:54:46.197,2023-09-20 10:54:51.570,5.373,26,left,7000,14000,VH,"[(1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (3, 0), (2, 0), (1, 0), (4, 0)]","[(1, 3), (1, 2), (1, 1), (2, 1), (3, 1), (3, 0), (2, 0), (1, 0), (4, 0)]"
7,16,left,True,2023-09-20 11:13:11.436,2023-09-20 11:13:16.386,4.95,74,left,7000,14000,V,"[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (2, 1), (3, 1), (4, 1), (4, 4)]","[(0, 0), (0, 1), (1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (4, 1), (4, 4)]"
7,17,right,True,2023-09-20 11:13:33.413,2023-09-20 11:13:35.306,1.893,38,right,7000,14000,V,"[(0, 0), (1, 0), (1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (1, 4), (4, 2)]","[(0, 0), (1, 0), (2, 0), (2, 1), (2, 2), (1, 2), (1, 3), (1, 4), (4, 2)]"
7,18,right,True,2023-09-20 11:13:52.345,2023-09-20 11:13:54.982,2.637,10,right,7000,14000,V,"[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3), (4, 0)]","[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (0, 3), (4, 1)]"
7,19,right,True,2023-09-20 11:14:12.023,2023-09-20 11:14:15.550,3.527,4,right,7000,14000,V,"[(4, 3), (4, 2), (3, 2), (3, 3), (2, 3), (2, 2), (1, 2), (1, 3), (4, 4)]","[(4, 3), (4, 2), (3, 2), (3, 3), (2, 3), (2, 2), (1, 2), (0, 2), (4, 4)]"
7,20,left,True,2023-09-20 11:14:32.588,2023-09-20 11:14:38.270,5.682,37,left,7000,14000,V,"[(4, 0), (4, 1), (3, 1), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (2, 1)]","[(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (2, 1)]"
7,21,left,True,2023-09-20 11:14:55.307,2023-09-20 11:15:01.735,6.428,89,left,7000,14000,H,"[(0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (2, 0)]","[(0, 3), (0, 4), (1, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 1), (2, 0)]"
7,22,right,False,2023-09-20 11:15:18.772,2023-09-20 11:15:29.037,10.265,50,left,7000,14000,H,"[(4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 4), (0, 3)]","[(4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 4), (0, 4)]"
7,23,left,True,2023-09-20 11:15:46.072,2023-09-20 11:15:50.341,4.269,58,left,7000,14000,H,"[(0, 1), (0, 0), (1, 0), (1, 1), (2, 1), (2, 0), (3, 0), (4, 0), (2, 3)]","[(0, 1), (0, 0), (1, 0), (1, 1), (2, 1), (3, 1), (3, 0), (4, 0), (2, 3)]"
7,24,right,True,2023-09-20 11:16:07.382,2023-09-20 11:16:12.530,5.148,71,right,7000,14000,H,"[(0, 1), (1, 1), (1, 2), (2, 2), (2, 1), (3, 1), (3, 0), (4, 0), (0, 4)]","[(0, 1), (1, 1), (1, 2), (2, 2), (3, 2), (3, 1), (3, 0), (4, 0), (0, 4)]"
7,25,right,True,2023-09-20 11:16:29.568,2023-09-20 11:16:35.461,5.893,69,right,7000,14000,H,"[(3, 4), (2, 4), (2, 3), (1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (0, 2)]","[(3, 4), (2, 4), (1, 4), (1, 3), (1, 2), (2, 2), (2, 1), (3, 1), (0, 2)]"
7,26,right,True,2023-09-20 11:16:52.488,2023-09-20 11:16:56.437,3.949,67,right,7000,14000,VH,"[(0, 2), (0, 3), (1, 3), (1, 2), (2, 2), (2, 1), (1, 1), (1, 0), (0, 4)]","[(0, 2), (0, 3), (1, 3), (2, 3), (2, 2), (2, 1), (1, 1), (1, 0), (0, 4)]"
7,27,right,True,2023-09-20 11:17:13.476,2023-09-20 11:17:18.591,5.115,53,right,7000,14000,VH,"[(1, 4), (2, 4), (2, 3), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (1, 0)]","[(1, 4), (2, 4), (3, 4), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (1, 0)]"
7,28,left,True,2023-09-20 11:17:35.634,2023-09-20 11:17:40.569,4.935,6,left,7000,14000,VH,"[(4, 4), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 2), (1, 1)]","[(4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (2, 3), (1, 3), (1, 2), (1, 1)]"
7,29,left,True,2023-09-20 11:17:57.606,2023-09-20 11:18:02.755,5.149,72,left,7000,14000,VH,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (0, 1)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (1, 1), (1, 2), (0, 2), (0, 1)]"
7,30,right,True,2023-09-20 11:18:19.795,2023-09-20 11:18:27.287,7.492,27,right,7000,14000,VH,"[(0, 4), (0, 3), (1, 3), (1, 2), (2, 2), (2, 1), (1, 1), (1, 0), (4, 0)]","[(0, 4), (0, 3), (0, 2), (1, 2), (2, 2), (2, 1), (1, 1), (1, 0), (4, 0)]"
7,31,right,True,2023-09-20 11:19:40.611,2023-09-20 11:19:44.227,3.616,42,right,7000,14000,VH,"[(0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (4, 2)]","[(0, 3), (0, 4), (1, 4), (2, 4), (2, 3), (2, 2), (3, 2), (3, 3), (4, 2)]"
7,32,right,True,2023-09-20 11:20:01.266,2023-09-20 11:20:04.936,3.67,13,right,7000,14000,VH,"[(4, 1), (4, 0), (3, 0), (3, 1), (2, 1), (2, 2), (3, 2), (3, 3), (0, 3)]","[(4, 1), (4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (3, 2), (3, 3), (0, 3)]"
7,33,right,True,2023-09-20 11:20:21.975,2023-09-20 11:20:26.304,4.329,32,right,7000,14000,VH,"[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (3, 2), (4, 2)]","[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2)]"
7,34,right,True,2023-09-20 11:20:43.342,2023-09-20 11:20:46.911,3.569,43,right,7000,14000,VH,"[(1, 3), (2, 3), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (3, 4), (2, 4)]","[(1, 3), (2, 3), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4)]"
7,35,right,True,2023-09-20 11:21:03.951,2023-09-20 11:21:07.044,3.093,41,right,7000,14000,VH,"[(1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 1), (4, 1), (4, 0), (2, 3)]","[(1, 0), (1, 1), (1, 2), (2, 2), (3, 2), (3, 1), (4, 1), (4, 0), (2, 3)]"
7,36,left,True,2023-09-20 11:21:24.083,2023-09-20 11:21:29.197,5.114,56,left,7000,14000,H,"[(2, 0), (1, 0), (1, 1), (0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (3, 4)]","[(2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (1, 2), (1, 3), (2, 3), (3, 4)]"
7,37,right,True,2023-09-20 11:21:46.236,2023-09-20 11:21:51.262,5.026,55,right,7000,14000,H,"[(3, 4), (4, 4), (4, 3), (3, 3), (3, 2), (4, 2), (4, 1), (4, 0), (2, 2)]","[(3, 4), (4, 4), (4, 3), (3, 3), (3, 2), (3, 1), (4, 1), (4, 0), (2, 2)]"
7,38,left,True,2023-09-20 11:22:08.291,2023-09-20 11:22:12.794,4.503,52,left,7000,14000,H,"[(4, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (4, 1), (0, 4)]","[(4, 4), (3, 4), (3, 3), (4, 3), (4, 2), (3, 2), (3, 1), (2, 1), (0, 4)]"
7,39,right,False,2023-09-20 11:22:29.833,2023-09-20 11:22:35.272,5.439,45,left,7000,14000,H,"[(0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (4, 4), (3, 0)]","[(0, 3), (0, 4), (1, 4), (1, 3), (2, 3), (3, 3), (3, 4), (4, 4), (3, 0)]"
7,40,right,True,2023-09-20 11:22:52.309,2023-09-20 11:22:58.893,6.584,22,right,7000,14000,H,"[(4, 0), (3, 0), (3, 1), (2, 1), (2, 0), (1, 0), (1, 1), (1, 2), (3, 4)]","[(4, 0), (3, 0), (3, 1), (2, 1), (2, 0), (1, 0), (1, 1), (0, 1), (3, 4)]"
7,41,right,True,2023-09-20 11:23:15.930,2023-09-20 11:23:20.668,4.738,61,right,7000,14000,V,"[(2, 3), (3, 3), (3, 2), (2, 2), (2, 1), (3, 1), (3, 0), (2, 0), (1, 1)]","[(2, 3), (3, 3), (3, 2), (2, 2), (2, 1), (3, 1), (3, 0), (4, 0), (1, 1)]"
7,42,right,True,2023-09-20 11:23:37.705,2023-09-20 11:23:40.266,2.561,57,right,7000,14000,V,"[(4, 1), (4, 2), (3, 2), (3, 3), (2, 3), (2, 2), (1, 2), (0, 2), (0, 3)]","[(4, 1), (4, 2), (4, 3), (3, 3), (2, 3), (2, 2), (1, 2), (0, 2), (0, 3)]"
7,43,right,True,2023-09-20 11:23:57.305,2023-09-20 11:23:59.876,2.571,63,right,7000,14000,V,"[(0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (1, 0), (0, 0), (2, 4)]","[(0, 3), (1, 3), (1, 2), (0, 2), (0, 1), (1, 1), (1, 0), (2, 0), (2, 4)]"
7,44,right,True,2023-09-20 11:24:16.915,2023-09-20 11:24:21.774,4.859,54,right,7000,14000,V,"[(4, 3), (3, 3), (3, 2), (2, 2), (2, 1), (1, 1), (1, 2), (0, 2), (1, 3)]","[(4, 3), (3, 3), (2, 3), (2, 2), (2, 1), (1, 1), (1, 2), (0, 2), (1, 3)]"
7,45,left,True,2023-09-20 11:24:38.813,2023-09-20 11:24:44.429,5.616,73,left,7000,14000,V,"[(4, 2), (4, 1), (3, 1), (3, 2), (2, 2), (2, 1), (1, 1), (1, 2), (1, 4)]","[(4, 2), (4, 1), (3, 1), (3, 2), (2, 2), (2, 1), (1, 1), (0, 1), (1, 4)]"
7,46,right,True,2023-09-20 11:27:58.645,2023-09-20 11:28:01.250,2.605,83,right,7000,14000,VH,"[(3, 2), (4, 2), (4, 3), (3, 3), (3, 4), (2, 4), (2, 3), (2, 2), (0, 3)]","[(3, 2), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (2, 3), (2, 2), (0, 3)]"
7,47,left,True,2023-09-20 11:28:18.289,2023-09-20 11:28:23.792,5.503,44,left,7000,14000,VH,"[(4, 3), (4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (3, 2), (4, 2), (4, 0)]","[(4, 3), (4, 4), (3, 4), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (4, 0)]"
7,48,left,True,2023-09-20 11:28:40.831,2023-09-20 11:28:45.768,4.937,2,left,7000,14000,VH,"[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (1, 1), (4, 3)]","[(4, 1), (4, 2), (3, 2), (3, 1), (2, 1), (2, 2), (1, 2), (0, 2), (4, 3)]"
7,49,right,True,2023-09-20 11:29:02.809,2023-09-20 11:29:08.544,5.735,84,right,7000,14000,VH,"[(2, 0), (1, 0), (1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (1, 4), (0, 3)]","[(2, 0), (1, 0), (1, 1), (2, 1), (2, 2), (2, 3), (1, 3), (1, 4), (0, 3)]"
7,50,left,True,2023-09-20 11:29:25.584,2023-09-20 11:29:30.588,5.004,75,left,7000,14000,VH,"[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (4, 3), (3, 1)]","[(0, 4), (1, 4), (1, 3), (2, 3), (2, 4), (3, 4), (3, 3), (3, 2), (3, 1)]"
7,51,left,True,2023-09-20 11:29:47.628,2023-09-20 11:29:51.655,4.027,21,left,7000,14000,H,"[(0, 4), (0, 3), (1, 3), (1, 2), (2, 2), (2, 1), (1, 1), (0, 1), (3, 1)]","[(0, 4), (0, 3), (0, 2), (1, 2), (2, 2), (2, 1), (1, 1), (0, 1), (3, 1)]"
7,52,right,True,2023-09-20 11:30:08.693,2023-09-20 11:30:13.053,4.36,47,right,7000,14000,H,"[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (1, 0), (4, 2)]","[(4, 0), (4, 1), (3, 1), (3, 0), (2, 0), (2, 1), (1, 1), (0, 1), (4, 2)]"
7,53,right,True,2023-09-20 11:30:30.093,2023-09-20 11:30:34.752,4.659,33,right,7000,14000,H,"[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (2, 3), (1, 3), (1, 4), (0, 1)]","[(4, 2), (4, 3), (3, 3), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (0, 1)]"
7,54,left,False,2023-09-20 11:30:51.790,2023-09-20 11:30:58.872,7.082,5,right,7000,14000,H,"[(1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (2, 3), (2, 4), (1, 4), (0, 2)]","[(1, 1), (2, 1), (2, 2), (1, 2), (1, 3), (2, 3), (2, 4), (3, 4), (0, 2)]"
7,55,right,True,2023-09-20 11:31:15.912,2023-09-20 11:31:19.893,3.981,76,right,7000,14000,H,"[(1, 3), (2, 3), (2, 2), (3, 2), (3, 1), (2, 1), (2, 0), (3, 0), (1, 4)]","[(1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (2, 1), (2, 0), (3, 0), (1, 4)]"
